V1,V2,V3,Sample.name
-20.4249846372114,1.49449863763263,10.8044008131046,HG00096
27.3303407730831,9.72287868387699,1.03239856512223,HG00097
-19.8117679189871,6.93082912176259,12.9298553637571,HG00099
2.0060052463448,-9.61500848011237,16.4313744686169,HG00100
-8.76691171860462,-3.59593707222046,25.6845046998685,HG00101
-19.5118795674406,5.67986836926012,11.0083037061784,HG00102
-8.75339084092416,-2.86774607728589,25.8544628814916,HG00103
-21.0161204925191,5.53836713732001,12.8843485962648,HG00105
-8.96396710187012,-4.03656152370494,25.0868518201741,HG00106
-8.3955891942518,-3.73035235913011,25.1302734382771,HG00107
1.83348383072221,-9.67395684267907,16.6308424096276,HG00108
16.5327630925184,-3.56966866502985,1.54606185586986,HG00109
-20.9227215735296,5.73838834647636,12.9498873194499,HG00110
-19.7964352716939,7.12853647993034,13.0152716187761,HG00111
-23.4394189581203,-1.15471418864978,7.49750273292889,HG00112
2.00609970112933,-9.61512831649966,16.4387910964378,HG00113
25.7045575390344,-3.41397916157879,-9.43585626518971,HG00114
26.9972134794715,9.53022993870719,1.89295657535239,HG00115
25.7045790832852,-3.41466206520192,-9.43600691064019,HG00116
-8.44243774567635,-3.62136942016815,25.155462331129,HG00117
-20.3511376813817,1.509065193841,10.8208892326074,HG00118
26.9603357341906,11.2987493059716,3.09823508940515,HG00119
-8.54030089234511,-3.82092527572123,25.500920851163,HG00120
17.3302377930572,3.60475461749732,5.80815681080569,HG00121
25.5582916357906,-3.56262131171933,-9.27803381218349,HG00122
-22.452200574307,-7.14139115066202,6.47504709668035,HG00123
3.45067223509692,-10.9513949958498,14.8468789605841,HG00124
-21.3387315586488,3.02097311701948,12.5299136674532,HG00125
-20.7046050971398,4.0214370633652,10.4704943568446,HG00126
-22.4879399273109,-7.47142871272599,6.42288688648459,HG00127
17.2303363938501,2.52151090958486,5.42444096241385,HG00128
-20.3983136042858,1.51820007336451,10.8083098588069,HG00129
2.02548542271338,-9.62059752532576,16.4237149408225,HG00130
-22.4693099638592,-7.34328790505945,6.44440208121445,HG00131
21.7503980194041,-2.4645449075522,-9.31346769067176,HG00132
-22.7826421010549,-5.2634238038672,6.84757018721159,HG00133
25.9732878463931,10.415159614702,2.29195081775166,HG00136
-22.9062805113763,0.781910626758553,10.0662951465817,HG00137
-22.3700995015302,3.8293834275707,14.1126851401867,HG00138
-22.6127744934616,-5.48191387311336,6.75929830279543,HG00139
-22.5874540134388,-5.64576875860289,6.73125651823873,HG00140
26.8444035088734,9.5117041096331,2.04939828792353,HG00141
22.4270726839527,-0.829962085485684,-11.2470772339386,HG00142
-21.0358828909016,3.30648653386886,10.353535572303,HG00143
21.3942453171997,-2.17296208231047,-9.66077006895977,HG00145
21.8459808069544,-1.38254752594791,-10.5916452719523,HG00146
8.09416215637386,-17.8659064146349,12.8466432780663,HG00148
-18.1257121283519,7.162619622762,11.6185153614198,HG00149
-21.0085467502597,5.589469430841,12.9197599791112,HG00150
-16.5658364665902,8.25766246892096,12.9805136283769,HG00151
3.26854520655029,-10.9773078889922,15.1373718736313,HG00154
16.0785219322093,-3.41898184978439,-0.364003871786477,HG00155
-17.9474262008015,7.37306428981552,11.5258846239331,HG00157
-17.3761975861982,8.22780488340719,12.9878887587136,HG00158
-19.5216862859292,4.71237825959742,14.2725273069894,HG00159
20.6220593559421,-1.56123527195698,-10.0126233521161,HG00160
-7.21508776516943,1.49109882770492,10.2939570464136,HG00171
26.6034529059425,-1.75872644229502,-11.4493997996608,HG00173
